,Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Distance_bin,Total_Space_New
26152,Sydenham,2,t,Prof.,2017-10-28,18.0,3037.0,2,2,1,200.0,Western Metropolitan,3640,445000,Moderately Close,7
26153,Tarneit,3,h,Triwest,2017-10-28,18.4,3029.0,3,2,2,537.0,Western Metropolitan,10160,525000,Moderately Close,10
26154,Taylors Hill,4,h,Sweeney,2017-10-28,18.0,3037.0,4,2,2,537.0,Western Metropolitan,4242,790000,Moderately Close,12
26155,Taylors Hill,3,h,YPA,2017-10-28,18.0,3037.0,3,2,2,537.0,Western Metropolitan,4242,763000,Moderately Close,10
26156,Taylors Hill,3,h,Barry,2017-10-28,18.0,3037.0,3,2,2,408.0,Western Metropolitan,4242,610000,Moderately Close,10
26157,Taylors Hill,4,h,Barry,2017-10-28,18.0,3037.0,4,2,4,594.0,Western Metropolitan,4242,692000,Moderately Close,14
26158,Taylors Hill,4,h,HAR,2017-10-28,18.0,3037.0,4,2,2,665.0,Western Metropolitan,4242,640000,Moderately Close,12
26159,Templestowe,4,h,Jellis,2017-10-28,15.5,3106.0,4,2,2,693.5,Eastern Metropolitan,6202,1300000,Moderately Close,12
26160,Templestowe,4,h,Barry,2017-10-28,15.5,3106.0,3,1,1,693.5,Eastern Metropolitan,6202,1290000,Moderately Close,9
26161,Templestowe,4,t,Woodards,2017-10-28,15.5,3106.0,3,1,1,236.0,Eastern Metropolitan,6202,1326000,Moderately Close,9
26162,Templestowe,4,h,Jellis,2017-10-28,15.5,3106.0,3,1,1,693.5,Eastern Metropolitan,6202,1200000,Moderately Close,9
26163,Templestowe,4,h,Purplebricks,2017-10-28,15.5,3106.0,4,2,2,812.0,Eastern Metropolitan,6202,1200000,Moderately Close,12
26164,Templestowe,4,h,Jellis,2017-10-28,15.5,3106.0,4,2,2,646.0,Eastern Metropolitan,6202,1700000,Moderately Close,12
26165,Templestowe,4,h,Barry,2017-10-28,15.5,3106.0,3,1,1,693.5,Eastern Metropolitan,6202,1450000,Moderately Close,9
26166,Templestowe,4,h,Jellis,2017-10-28,15.5,3106.0,4,2,2,693.5,Eastern Metropolitan,6202,1240000,Moderately Close,12
26167,Templestowe,4,h,Barry,2017-10-28,15.5,3106.0,4,2,2,654.0,Eastern Metropolitan,6202,1275000,Moderately Close,12
26168,Templestowe Lower,3,h,Fletchers,2017-10-28,12.4,3107.0,3,2,2,693.5,Eastern Metropolitan,5420,1020000,Nearby,10
26169,Templestowe Lower,4,h,Barry,2017-10-28,12.4,3107.0,4,2,2,732.0,Eastern Metropolitan,5420,1321000,Nearby,12
26170,Templestowe Lower,4,h,Barry,2017-10-28,12.4,3107.0,4,3,2,724.0,Eastern Metropolitan,5420,1301000,Nearby,13
26171,Templestowe Lower,3,h,Jellis,2017-10-28,12.4,3107.0,3,2,2,653.0,Eastern Metropolitan,5420,1050000,Nearby,10
26172,Templestowe Lower,6,h,Jellis,2017-10-28,12.4,3107.0,6,3,2,698.0,Eastern Metropolitan,5420,1710000,Nearby,17
26173,Thomastown,3,h,Love,2017-10-28,15.3,3074.0,3,2,4,482.0,Northern Metropolitan,7955,716000,Moderately Close,12
26174,Thomastown,3,h,Love,2017-10-28,15.3,3074.0,3,1,1,612.0,Northern Metropolitan,7955,672000,Moderately Close,8
26175,Thomastown,2,u,HAR,2017-10-28,15.3,3074.0,1,1,1,50.0,Northern Metropolitan,7955,397500,Moderately Close,5
26176,Thornbury,2,h,Nelson,2017-10-28,7.0,3071.0,2,1,3,667.0,Northern Metropolitan,8870,1170000,Nearby,8
26177,Thornbury,1,u,McGrath,2017-10-28,7.0,3071.0,1,1,1,50.0,Northern Metropolitan,8870,372000,Nearby,4
26178,Thornbury,2,t,McGrath,2017-10-28,7.0,3071.0,2,1,2,145.0,Northern Metropolitan,8870,785000,Nearby,7
26179,Thornbury,3,h,Nelson,2017-10-28,7.0,3071.0,3,1,2,482.0,Northern Metropolitan,8870,860000,Nearby,9
26180,Thornbury,2,h,Woodards,2017-10-28,7.0,3071.0,2,1,1,333.0,Northern Metropolitan,8870,972000,Nearby,6
26181,Toorak,3,t,Jellis,2017-10-28,4.1,3142.0,3,2,2,141.0,Southern Metropolitan,7217,1900000,Nearby,10
26182,Toorak,2,u,Marshall,2017-10-28,4.1,3142.0,1,1,1,50.0,Southern Metropolitan,7217,610000,Nearby,5
26183,Toorak,3,u,Sotheby's,2017-10-28,4.1,3142.0,1,1,1,50.0,Southern Metropolitan,7217,2600000,Nearby,6
26184,Tullamarine,3,t,Considine,2017-10-28,12.9,3043.0,2,1,1,200.0,Western Metropolitan,3296,650000,Nearby,7
26185,Tullamarine,3,u,YPA,2017-10-28,12.9,3043.0,2,1,1,80.0,Western Metropolitan,3296,527000,Nearby,7
26186,Vermont,3,h,Noel,2017-10-28,17.2,3133.0,3,2,1,693.5,Eastern Metropolitan,4181,1150000,Moderately Close,9
26187,Vermont,3,h,MJ,2017-10-28,17.2,3133.0,3,1,3,693.5,Eastern Metropolitan,4181,1070000,Moderately Close,10
26188,Vermont,3,t,Hoskins,2017-10-28,17.2,3133.0,3,1,1,236.0,Eastern Metropolitan,4181,900000,Moderately Close,8
26189,Vermont,4,h,Philip,2017-10-28,17.2,3133.0,4,1,4,880.0,Eastern Metropolitan,4181,1133000,Moderately Close,13
26190,Vermont,3,h,Noel,2017-10-28,17.2,3133.0,3,2,2,693.5,Eastern Metropolitan,4181,1060000,Moderately Close,10
26191,Vermont South,4,h,Ray,2017-10-28,17.2,3133.0,4,3,2,957.0,Eastern Metropolitan,4280,1122000,Moderately Close,13
26192,Vermont South,4,h,Barry,2017-10-28,17.2,3133.0,4,3,2,802.0,Eastern Metropolitan,4280,1500000,Moderately Close,13
26193,viewbank,3,t,Ray,2017-10-28,8.9,3084.0,3,1,1,236.0,Eastern Metropolitan,2698,885000,Nearby,8
26194,Viewbank,3,h,Miles,2017-10-28,8.9,3084.0,3,1,0,693.5,Eastern Metropolitan,2698,820000,Nearby,7
26195,Viewbank,4,h,Miles,2017-10-28,8.9,3084.0,4,1,1,585.0,Eastern Metropolitan,2698,980000,Nearby,10
26196,Wallan,3,h,Barry,2017-10-28,44.2,3756.0,3,1,4,991.0,Northern Victoria,3988,484000,Far,11
26197,Wantirna,4,h,Barry,2017-10-28,14.7,3152.0,4,2,1,693.5,Eastern Metropolitan,5424,952000,Nearby,11
26198,Watsonia,3,t,Harcourts,2017-10-28,14.5,3087.0,2,1,1,145.0,Northern Metropolitan,2329,695000,Nearby,7
26199,Watsonia,3,h,Jellis,2017-10-28,14.5,3087.0,3,1,1,482.0,Northern Metropolitan,2329,740000,Nearby,8
26200,Watsonia,2,h,Buckingham,2017-10-28,14.5,3087.0,2,1,2,623.0,Northern Metropolitan,2329,885000,Nearby,7
26201,Werribee,3,h,PRDNationwide,2017-10-28,14.7,3030.0,3,1,1,703.0,Western Metropolitan,16166,480000,Nearby,8
26202,Werribee,3,h,YPA,2017-10-28,14.7,3030.0,3,1,1,598.0,Western Metropolitan,16166,441000,Nearby,8
26203,Werribee,5,h,Ray,2017-10-28,14.7,3030.0,5,2,4,537.0,Western Metropolitan,16166,575000,Nearby,16
26204,Werribee,4,h,Greg,2017-10-28,14.7,3030.0,4,2,2,745.0,Western Metropolitan,16166,645000,Nearby,12
26205,West Footscray,4,h,Biggin,2017-10-28,6.4,3012.0,4,2,3,537.0,Western Metropolitan,5058,1600000,Nearby,13
26206,West Footscray,3,t,Jas,2017-10-28,6.4,3012.0,2,1,1,200.0,Western Metropolitan,5058,700000,Nearby,7
26207,West Footscray,3,h,Hodges,2017-10-28,6.4,3012.0,3,1,3,336.0,Western Metropolitan,5058,881000,Nearby,10
26208,West Footscray,3,h,Purplebricks,2017-10-28,6.4,3012.0,3,1,1,537.0,Western Metropolitan,5058,871000,Nearby,8
26209,West Footscray,2,h,hockingstuart,2017-10-28,6.4,3012.0,2,1,3,537.0,Western Metropolitan,5058,1025000,Nearby,8
26210,West Melbourne,4,h,Collins,2017-10-28,3.1,3003.0,4,1,1,133.0,Northern Metropolitan,2230,1230000,Nearby,10
26211,West Melbourne,1,u,MICM,2017-10-28,3.1,3003.0,1,1,1,50.0,Northern Metropolitan,2230,520000,Nearby,4
26212,West Melbourne,3,h,hockingstuart,2017-10-28,3.1,3003.0,3,1,1,482.0,Northern Metropolitan,2230,1190000,Nearby,8
26213,Westmeadows,3,t,YPA,2017-10-28,16.5,3049.0,3,2,2,228.0,Northern Metropolitan,2474,490000,Moderately Close,10
26214,Westmeadows,3,h,Raine,2017-10-28,16.5,3049.0,3,1,2,482.0,Northern Metropolitan,2474,625000,Moderately Close,9
26215,Wheelers Hill,4,h,hockingstuart,2017-10-28,16.7,3150.0,4,2,2,657.0,South-Eastern Metropolitan,7392,1235000,Moderately Close,12
26216,Williams Landing,4,h,Reliance,2017-10-28,17.6,3027.0,4,2,2,461.0,Western Metropolitan,1999,615000,Moderately Close,12
26217,Williamstown,3,h,Sweeney,2017-10-28,6.8,3016.0,3,1,4,537.0,Western Metropolitan,6380,1460000,Nearby,11
26218,Williamstown,3,h,Sweeney,2017-10-28,6.8,3016.0,3,2,2,537.0,Western Metropolitan,6380,1651000,Nearby,10
26219,Williamstown,3,h,Williams,2017-10-28,6.8,3016.0,3,2,0,537.0,Western Metropolitan,6380,1690000,Nearby,8
26220,Williamstown,3,h,Williams,2017-10-28,6.8,3016.0,3,2,1,547.0,Western Metropolitan,6380,1777000,Nearby,9
26221,Williamstown,3,h,Williams,2017-10-28,6.8,3016.0,3,2,2,260.0,Western Metropolitan,6380,1260000,Nearby,10
26222,Williamstown,4,h,Sweeney,2017-10-28,6.8,3016.0,4,2,1,537.0,Western Metropolitan,6380,1665000,Nearby,11
26223,Windsor,3,h,hockingstuart,2017-10-28,4.6,3181.0,3,1,2,593.0,Southern Metropolitan,4380,1900000,Nearby,9
26224,Windsor,1,u,LITTLE,2017-10-28,4.6,3181.0,1,1,1,50.0,Southern Metropolitan,4380,370000,Nearby,4
26225,Wollert,4,h,HAR,2017-10-28,25.5,3750.0,4,2,2,419.0,Northern Metropolitan,2940,600000,Far,12
26226,Wyndham Vale,3,h,YPA,2017-10-28,27.2,3024.0,3,1,2,537.0,Western Metropolitan,5262,440000,Far,9
26227,Wyndham Vale,3,h,YPA,2017-10-28,27.2,3024.0,3,2,1,560.0,Western Metropolitan,5262,470000,Far,9
26228,Wyndham Vale,3,h,hockingstuart,2017-10-28,27.2,3024.0,3,1,4,547.0,Western Metropolitan,5262,468000,Far,11
26229,Yarraville,3,h,Jas,2017-10-28,6.3,3013.0,3,1,1,462.0,Western Metropolitan,6543,985000,Nearby,8
26230,Yarraville,5,h,Village,2017-10-28,6.3,3013.0,5,2,2,537.0,Western Metropolitan,6543,2210000,Nearby,14
26231,Yarraville,3,h,Jas,2017-10-28,6.3,3013.0,3,1,2,449.0,Western Metropolitan,6543,861000,Nearby,9
26232,Aberfeldie,4,h,Nelson,2017-04-29,9.1,3040.0,4,2,2,746.0,Western Metropolitan,1543,1740000,Nearby,12
26233,Albert Park,3,h,White,2017-04-29,3.3,3206.0,3,1,1,185.0,Southern Metropolitan,3280,2035000,Nearby,8
26234,Albert Park,2,t,Marshall,2017-04-29,3.3,3206.0,2,1,1,115.0,Southern Metropolitan,3280,1500000,Nearby,6
26235,Albert Park,2,h,RT,2017-04-29,3.3,3206.0,2,1,0,111.0,Southern Metropolitan,3280,1190000,Nearby,5
26236,Altona North,3,h,hockingstuart,2017-04-29,11.1,3025.0,3,1,3,535.0,Western Metropolitan,5132,910000,Nearby,10
26237,Armadale,3,u,Jellis,2017-04-29,6.3,3143.0,3,2,3,395.0,Southern Metropolitan,4836,2120000,Nearby,11
26238,Armadale,1,u,Marshall,2017-04-29,6.3,3143.0,1,1,0,50.0,Southern Metropolitan,4836,405000,Nearby,3
26239,Ascot Vale,2,h,Brad,2017-04-29,5.9,3032.0,2,1,1,202.0,Western Metropolitan,6567,1005000,Nearby,6
26240,Ascot Vale,4,h,Alexkarbon,2017-04-29,5.9,3032.0,4,3,2,230.0,Western Metropolitan,6567,1316500,Nearby,13
26241,Ashwood,3,t,Buxton,2017-04-29,12.2,3147.0,3,2,1,267.0,Southern Metropolitan,2894,1190000,Nearby,9
26242,Ashwood,3,h,Buxton,2017-04-29,12.2,3147.0,3,1,1,593.0,Southern Metropolitan,2894,1100000,Nearby,8
26243,Avondale Heights,4,h,Nelson,2017-04-29,10.5,3034.0,4,3,3,857.0,Western Metropolitan,4502,1600000,Nearby,14
26244,Balwyn North,3,h,hockingstuart,2017-04-29,9.2,3104.0,0,0,0,818.0,Southern Metropolitan,7809,1670000,Nearby,3
26245,Balwyn North,3,h,Noel,2017-04-29,9.2,3104.0,3,1,1,593.0,Southern Metropolitan,7809,1305000,Nearby,8
26246,Balwyn North,4,h,Marshall,2017-04-29,9.2,3104.0,4,3,2,627.0,Southern Metropolitan,7809,1725000,Nearby,13
26247,Bentleigh,2,u,Buxton,2017-04-29,13.0,3204.0,2,1,1,50.0,Southern Metropolitan,6795,725000,Nearby,6
26248,Bentleigh East,2,u,hockingstuart,2017-04-29,13.9,3165.0,2,1,1,1026.0,Southern Metropolitan,10969,535000,Nearby,6
26249,Bentleigh East,3,h,Buxton,2017-04-29,13.9,3165.0,3,1,2,733.0,Southern Metropolitan,10969,1640000,Nearby,9
26250,Bentleigh East,3,u,Woodards,2017-04-29,13.9,3165.0,3,1,1,289.0,Southern Metropolitan,10969,809000,Nearby,8
26251,Bentleigh East,3,h,Buxton,2017-04-29,13.9,3165.0,3,1,2,689.0,Southern Metropolitan,10969,1510000,Nearby,9
26252,Bentleigh East,4,t,Buxton,2017-04-29,13.9,3165.0,3,2,1,267.0,Southern Metropolitan,10969,1210000,Nearby,10
26253,Bentleigh East,4,t,Buxton,2017-04-29,13.9,3165.0,3,2,1,267.0,Southern Metropolitan,10969,1275000,Nearby,10
26254,Bentleigh East,4,h,Woodards,2017-04-29,13.9,3165.0,4,1,2,587.0,Southern Metropolitan,10969,1292000,Nearby,11
26255,Bentleigh East,3,h,Buxton,2017-04-29,13.9,3165.0,3,1,2,589.0,Southern Metropolitan,10969,1165000,Nearby,9
26256,Bentleigh East,3,h,Ray,2017-04-29,13.9,3165.0,3,2,2,557.0,Southern Metropolitan,10969,959000,Nearby,10
26257,Bentleigh East,3,t,Buxton,2017-04-29,13.9,3165.0,3,2,1,267.0,Southern Metropolitan,10969,965000,Nearby,9
26258,Bentleigh East,3,h,hockingstuart,2017-04-29,13.9,3165.0,3,1,1,612.0,Southern Metropolitan,10969,1251000,Nearby,8
26259,Bentleigh East,3,h,Buxton,2017-04-29,13.9,3165.0,3,3,2,604.0,Southern Metropolitan,10969,1205000,Nearby,11
26260,Braybrook,3,h,Village,2017-04-29,10.8,3019.0,3,1,3,586.0,Western Metropolitan,3589,730000,Nearby,10
26261,Brighton,4,h,Hodges,2017-04-29,11.2,3186.0,4,3,2,263.0,Southern Metropolitan,10579,2550000,Nearby,13
26262,Brighton,2,t,Hodges,2017-04-29,11.2,3186.0,2,1,1,238.0,Southern Metropolitan,10579,1470000,Nearby,6
26263,Brighton East,4,t,Hodges,2017-04-29,10.7,3187.0,4,3,2,312.0,Southern Metropolitan,6938,1700000,Nearby,13
26264,Brighton East,5,h,Hodges,2017-04-29,10.7,3187.0,5,3,2,583.0,Southern Metropolitan,6938,1900000,Nearby,15
26265,Brighton East,3,t,Gary,2017-04-29,10.7,3187.0,3,2,1,119.0,Southern Metropolitan,6938,972000,Nearby,9
26266,Brunswick,4,h,Brad,2017-04-29,5.2,3056.0,4,2,4,670.0,Northern Metropolitan,11918,1650000,Nearby,14
26267,Brunswick,2,u,Woodards,2017-04-29,5.2,3056.0,1,1,1,50.0,Northern Metropolitan,11918,600000,Nearby,5
26268,Brunswick,3,h,Jellis,2017-04-29,5.2,3056.0,3,1,1,408.0,Northern Metropolitan,11918,1440000,Nearby,8
26269,Brunswick,2,h,Woodards,2017-04-29,5.2,3056.0,2,1,0,1328.0,Northern Metropolitan,11918,955000,Nearby,5
26270,Brunswick East,2,u,Nelson,2017-04-29,4.5,3057.0,1,1,1,50.0,Northern Metropolitan,5533,432000,Nearby,5
26271,Brunswick West,3,h,Nelson,2017-04-29,5.9,3055.0,3,1,2,683.0,Northern Metropolitan,7082,1200000,Nearby,9
26272,Brunswick West,2,h,Jellis,2017-04-29,5.9,3055.0,2,1,1,50.0,Northern Metropolitan,7082,545000,Nearby,6
26273,Brunswick West,1,h,Nelson,2017-04-29,5.9,3055.0,3,1,1,482.0,Northern Metropolitan,7082,327500,Nearby,6
26274,Brunswick West,4,h,Nelson,2017-04-29,5.9,3055.0,4,2,2,518.0,Northern Metropolitan,7082,1205000,Nearby,12
26275,Bulleen,4,h,Barry,2017-04-29,11.8,3105.0,3,1,1,693.5,Eastern Metropolitan,4480,1320000,Nearby,9
26276,Burwood,4,h,McGrath,2017-04-29,11.7,3125.0,4,2,1,863.0,Southern Metropolitan,5678,1601000,Nearby,11
26277,Burwood,5,h,Buxton,2017-04-29,11.7,3125.0,5,1,2,633.0,Southern Metropolitan,5678,1225000,Nearby,13
26278,Camberwell,3,u,Marshall,2017-04-29,7.8,3124.0,3,1,1,112.0,Southern Metropolitan,8920,835000,Nearby,8
26279,Carlton North,5,h,Woodards,2017-04-29,3.2,3054.0,5,3,2,268.0,Northern Metropolitan,3106,2450000,Nearby,15
26280,Carnegie,3,u,hockingstuart,2017-04-29,11.4,3163.0,3,1,1,50.0,Southern Metropolitan,7822,577000,Nearby,8
26281,Caulfield,1,u,Gary,2017-04-29,8.9,3162.0,1,1,1,50.0,Southern Metropolitan,2379,300000,Nearby,4
26282,Caulfield North,2,u,Gary,2017-04-29,8.1,3161.0,2,2,1,50.0,Southern Metropolitan,6923,742500,Nearby,7
26283,Caulfield South,2,h,hockingstuart,2017-04-29,9.3,3162.0,2,1,2,311.0,Southern Metropolitan,5051,997000,Nearby,7
26284,Caulfield South,2,u,hockingstuart,2017-04-29,9.3,3162.0,2,1,1,50.0,Southern Metropolitan,5051,490000,Nearby,6
26285,Clifton Hill,2,h,Harrington,2017-04-29,3.4,3068.0,2,1,1,118.0,Northern Metropolitan,2954,1650000,Nearby,6
26286,Coburg,3,h,Barry,2017-04-29,7.8,3058.0,3,1,3,414.0,Northern Metropolitan,11204,990000,Nearby,10
26287,Coburg,6,h,Brad,2017-04-29,7.8,3058.0,6,3,4,768.0,Northern Metropolitan,11204,1455000,Nearby,19
26288,Coburg,3,h,Nelson,2017-04-29,7.8,3058.0,3,2,2,500.0,Northern Metropolitan,11204,1250000,Nearby,10
26289,Coburg,3,h,Barry,2017-04-29,7.8,3058.0,3,1,1,160.0,Northern Metropolitan,11204,710000,Nearby,8
26290,Coburg,5,h,Jellis,2017-04-29,7.8,3058.0,5,3,2,635.0,Northern Metropolitan,11204,1790000,Nearby,15
26291,Coburg,2,u,Barry,2017-04-29,7.8,3058.0,2,1,1,136.0,Northern Metropolitan,11204,650000,Nearby,6
26292,Coburg,3,h,Nelson,2017-04-29,7.8,3058.0,3,1,1,482.0,Northern Metropolitan,11204,1410000,Nearby,8
26293,Coburg,3,t,C21,2017-04-29,7.8,3058.0,3,2,2,531.0,Northern Metropolitan,11204,720000,Nearby,10
26294,Coburg,3,t,Century,2017-04-29,7.8,3058.0,3,2,2,531.0,Northern Metropolitan,11204,720000,Nearby,10
26295,Coburg North,3,h,Ray,2017-04-29,9.2,3058.0,3,1,1,482.0,Northern Metropolitan,3445,761000,Nearby,8
26296,Coburg North,4,h,Ray,2017-04-29,9.2,3058.0,3,1,1,482.0,Northern Metropolitan,3445,968000,Nearby,9
26297,Doncaster,3,h,Barry,2017-04-29,13.9,3108.0,3,2,2,820.0,Eastern Metropolitan,9028,1700000,Nearby,10
26298,Doncaster,3,h,Barry,2017-04-29,13.9,3108.0,3,1,1,814.0,Eastern Metropolitan,9028,1355000,Nearby,8
26299,Doncaster,4,h,Barry,2017-04-29,13.9,3108.0,4,2,2,814.0,Eastern Metropolitan,9028,1880000,Nearby,12
26300,Doncaster,4,h,Ray,2017-04-29,13.9,3108.0,4,3,2,647.0,Eastern Metropolitan,9028,1545000,Nearby,13
26301,Doncaster,4,h,Jellis,2017-04-29,13.9,3108.0,4,2,2,1033.0,Eastern Metropolitan,9028,1955000,Nearby,12
26302,Doncaster,2,u,Jellis,2017-04-29,13.9,3108.0,2,1,1,208.0,Eastern Metropolitan,9028,655000,Nearby,6
26303,Essendon,1,u,Brad,2017-04-29,8.0,3040.0,1,1,1,62.0,Western Metropolitan,9264,426500,Nearby,4
26304,Fawkner,2,u,Nelson,2017-04-29,12.4,3060.0,2,1,1,196.0,Northern Metropolitan,5070,445000,Nearby,6
26305,Fawkner,3,h,hockingstuart,2017-04-29,12.4,3060.0,3,1,2,638.0,Northern Metropolitan,5070,730000,Nearby,9
26306,Fawkner,3,t,Hodges,2017-04-29,12.4,3060.0,2,1,1,145.0,Northern Metropolitan,5070,600000,Nearby,7
26307,Fawkner,2,h,Love,2017-04-29,12.4,3060.0,2,1,2,606.0,Northern Metropolitan,5070,725000,Nearby,7
26308,Fawkner,3,h,Ray,2017-04-29,12.4,3060.0,3,1,1,540.0,Northern Metropolitan,5070,668000,Nearby,8
26309,Fawkner,2,u,Love,2017-04-29,12.4,3060.0,2,1,1,50.0,Northern Metropolitan,5070,328000,Nearby,6
26310,Fawkner,3,t,Stockdale,2017-04-29,12.4,3060.0,3,3,3,247.0,Northern Metropolitan,5070,543500,Nearby,12
26311,Fitzroy North,2,h,Chambers,2017-04-29,3.5,3068.0,2,1,0,192.0,Northern Metropolitan,6244,1055000,Nearby,5
26312,Fitzroy North,1,h,Collins,2017-04-29,3.5,3068.0,1,1,0,138.0,Northern Metropolitan,6244,950000,Nearby,3
26313,Flemington,2,h,Nelson,2017-04-29,4.4,3031.0,2,1,0,209.0,Northern Metropolitan,3593,1060000,Nearby,5
26314,Flemington,3,h,Jellis,2017-04-29,4.4,3031.0,3,1,0,143.0,Northern Metropolitan,3593,917000,Nearby,7
26315,Footscray,2,h,Village,2017-04-29,6.4,3011.0,2,1,0,172.0,Western Metropolitan,7570,882000,Nearby,5
26316,Footscray,3,h,Burnham,2017-04-29,6.4,3011.0,3,1,2,272.0,Western Metropolitan,7570,895000,Nearby,9
26317,Glen Huntly,2,u,Woodards,2017-04-29,10.4,3163.0,1,1,1,50.0,Southern Metropolitan,2403,770000,Nearby,5
26318,Glen Iris,2,u,Fletchers,2017-04-29,9.2,3146.0,2,1,1,157.0,Southern Metropolitan,10412,910000,Nearby,6
26319,Glen Iris,3,t,Harcourts,2017-04-29,9.2,3146.0,3,2,2,184.0,Southern Metropolitan,10412,1315000,Nearby,10
26320,Glenroy,3,u,YPA,2017-04-29,13.0,3046.0,3,2,2,50.0,Northern Metropolitan,8870,590000,Nearby,10
26321,Glenroy,3,t,Stockdale,2017-04-29,13.0,3046.0,3,2,2,243.0,Northern Metropolitan,8870,680000,Nearby,10
26322,Glenroy,3,h,Eview,2017-04-29,13.0,3046.0,3,1,1,482.0,Northern Metropolitan,8870,640000,Nearby,8
26323,Glenroy,3,h,Stockdale,2017-04-29,13.0,3046.0,3,1,2,666.0,Northern Metropolitan,8870,935000,Nearby,9
26324,Glenroy,3,t,Eview,2017-04-29,13.0,3046.0,3,2,3,300.0,Northern Metropolitan,8870,720000,Nearby,11
26325,Hadfield,3,t,Eview,2017-04-29,12.1,3046.0,3,2,1,240.0,Northern Metropolitan,2606,630000,Nearby,9
26326,Hampton,2,u,Buxton,2017-04-29,13.7,3188.0,2,1,1,90.0,Southern Metropolitan,5454,860000,Nearby,6
26327,Hampton,3,h,hockingstuart,2017-04-29,13.7,3188.0,3,1,2,251.0,Southern Metropolitan,5454,1475000,Nearby,9
26328,Hampton,2,h,hockingstuart,2017-04-29,13.7,3188.0,2,1,2,171.0,Southern Metropolitan,5454,840000,Nearby,7
26329,Hampton East,2,t,Buxton,2017-04-29,14.5,3188.0,3,2,1,267.0,Southern Metropolitan,2356,1150000,Nearby,8
26330,Hampton East,2,u,Buxton,2017-04-29,14.5,3188.0,1,1,1,50.0,Southern Metropolitan,2356,1175000,Nearby,5
26331,Hawthorn East,2,u,Marshall,2017-04-29,7.5,3123.0,2,1,2,50.0,Southern Metropolitan,6482,555000,Nearby,7
26332,Hawthorn East,2,u,Marshall,2017-04-29,7.5,3123.0,2,1,1,50.0,Southern Metropolitan,6482,532000,Nearby,6
26333,Heidelberg,3,h,Miles,2017-04-29,10.6,3084.0,3,1,1,693.5,Eastern Metropolitan,2890,870000,Nearby,8
26334,Heidelberg Heights,3,u,Miles,2017-04-29,10.5,3081.0,3,2,1,50.0,Eastern Metropolitan,2947,630000,Nearby,9
26335,Heidelberg West,4,h,Miles,2017-04-29,9.4,3081.0,4,1,2,585.0,Eastern Metropolitan,2674,725000,Nearby,11
26336,Hughesdale,2,h,Buxton,2017-04-29,13.0,3166.0,2,1,2,795.0,Southern Metropolitan,3145,720000,Nearby,7
26337,Ivanhoe,3,t,Purplebricks,2017-04-29,7.9,3079.0,3,0,0,219.0,Eastern Metropolitan,5549,1060000,Nearby,6
26338,Kealba,4,h,Ray,2017-04-29,15.0,3021.0,4,2,2,658.0,Western Metropolitan,1202,646000,Moderately Close,12
26339,Kealba,3,h,Barry,2017-04-29,15.0,3021.0,3,1,2,557.0,Western Metropolitan,1202,570000,Moderately Close,9
26340,Keilor East,2,t,Nelson,2017-04-29,12.8,3033.0,2,2,2,55.0,Western Metropolitan,5629,570000,Nearby,8
26341,Keilor East,4,h,Nelson,2017-04-29,12.8,3033.0,4,2,2,814.0,Western Metropolitan,5629,885000,Nearby,12
26342,Kew East,4,h,Marshall,2017-04-29,7.5,3102.0,3,1,1,593.0,Southern Metropolitan,2671,2480000,Nearby,9
26343,Kew East,5,h,Fletchers,2017-04-29,7.5,3102.0,3,1,1,593.0,Southern Metropolitan,2671,2756000,Nearby,10
26344,Kingsville,3,h,Village,2017-04-29,7.8,3012.0,3,1,3,555.0,Western Metropolitan,1808,860000,Nearby,10
26345,Maidstone,4,t,Sweeney,2017-04-29,9.2,3012.0,4,2,2,294.0,Western Metropolitan,3873,838000,Nearby,12
26346,Maidstone,3,h,Biggin,2017-04-29,9.2,3012.0,3,1,2,660.0,Western Metropolitan,3873,930000,Nearby,9
26347,Malvern,1,u,hockingstuart,2017-04-29,7.4,3144.0,1,1,1,50.0,Southern Metropolitan,4675,400000,Nearby,4
26348,Malvern,2,h,Marshall,2017-04-29,7.4,3144.0,3,1,1,593.0,Southern Metropolitan,4675,2245000,Nearby,7
26349,Malvern East,3,h,Jellis,2017-04-29,11.2,3145.0,3,1,2,446.0,Southern Metropolitan,8801,1220000,Nearby,9
26350,Malvern East,4,h,Fletchers,2017-04-29,11.2,3145.0,4,2,2,559.0,Southern Metropolitan,8801,1465000,Nearby,12
26351,Maribyrnong,5,h,Biggin,2017-04-29,8.7,3032.0,5,3,2,601.0,Western Metropolitan,4918,1620000,Nearby,15
26352,Maribyrnong,4,h,Rendina,2017-04-29,8.7,3032.0,4,3,2,224.0,Western Metropolitan,4918,1190000,Nearby,13
26353,Melbourne,3,u,Icon,2017-04-29,2.8,3000.0,3,3,2,50.0,Northern Metropolitan,17496,1175000,Nearby,11
26354,Melbourne,2,u,Marshall,2017-04-29,2.8,3000.0,1,1,1,50.0,Northern Metropolitan,17496,1236000,Nearby,5
26355,Melbourne,3,u,hockingstuart,2017-04-29,2.8,3000.0,1,1,1,50.0,Northern Metropolitan,17496,730000,Nearby,6
26356,Mont Albert,4,h,Marshall,2017-04-29,11.8,3127.0,4,2,2,636.0,Eastern Metropolitan,2079,2365000,Nearby,12
